"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-06-26;2026-07-30
"Rango de fecha de vigencia";2026-06-29;2026-07-31
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";"Fecha de vigencia";"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CRÉDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONÓMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
;;;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto
2026-07-28;2026-07-29;12,0700;-;-;-;-;-;-;-;-;-;-;1;2.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2.000.000
2026-07-28;2026-07-29;TOTAL;82;8.944.464;68;1.318.312;26;24.807;37;1.863.927;24;3.025.087;7;2.000.224;279;11.345.343;207;4.864.421;264;2.514.828;16;5.435;3;426;8;242.466;43;2.661.721;48;42.014;1.112;38.853.476
2026-07-28;2026-07-29;TCO;11,77;;11,78;;11,51;;11,83;;12,06;;12,07;;11,73;;11,91;;11,55;;11,44;;11,54;;11,39;;11,74;;11,54;;11,80;

2026-07-29;2026-07-30;9,0000;-;-;-;-;-;-;-;-;-;-;1;75;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;75
2026-07-29;2026-07-30;9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;14.993;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;14.993
2026-07-29;2026-07-30;9,7300;-;-;-;-;-;-;-;-;-;-;-;-;1;134.116;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;134.116
2026-07-29;2026-07-30;9,9600;-;-;-;-;-;-;-;-;-;-;-;-;1;13.743;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;13.743
2026-07-29;2026-07-30;10,3000;-;-;-;-;-;-;-;-;-;-;1;1.961;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.961
2026-07-29;2026-07-30;11,0000;-;-;-;-;-;-;-;-;-;-;1;5.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5.000
2026-07-29;2026-07-30;11,2000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;14.905;-;-;1;14.905
2026-07-29;2026-07-30;11,2100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;40;11.693;-;-;40;11.693
2026-07-29;2026-07-30;11,3400;-;-;-;-;-;-;-;-;-;-;-;-;2;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;10
2026-07-29;2026-07-30;11,3500;10;88.950;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10;88.950
2026-07-29;2026-07-30;11,3700;-;-;-;-;-;-;-;-;-;-;-;-;1;9.054;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;9.054
2026-07-29;2026-07-30;11,3900;-;-;1;5.947;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5.947
2026-07-29;2026-07-30;11,4000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;102.330;-;-;-;-;5;102.330
2026-07-29;2026-07-30;11,5400;-;-;-;-;-;-;-;-;-;-;-;-;2;4.285;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;4.285
2026-07-29;2026-07-30;11,5500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.700;-;-;-;-;-;-;1;30.000;-;-;2;31.700
2026-07-29;2026-07-30;11,5900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;-;-;-;-;-;1;0
2026-07-29;2026-07-30;11,6000;-;-;-;-;-;-;-;-;-;-;-;-;269;156.355;224;367.680;115;516.029;-;-;-;-;-;-;-;-;-;-;608;1.040.064
2026-07-29;2026-07-30;11,6100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;1;1
2026-07-29;2026-07-30;11,6400;-;-;-;-;-;-;-;-;-;-;-;-;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3
2026-07-29;2026-07-30;11,7000;39;100.392;29;109.156;13;1.291;46;182.946;27;3.769;1;700;-;-;1;279.915;5;2.455.872;16;25.950;-;-;-;-;1;22.905;-;-;178;3.182.897
2026-07-29;2026-07-30;11,7150;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;149.975;-;-;-;-;-;-;-;-;-;-;1;149.975
2026-07-29;2026-07-30;11,7500;-;-;-;-;-;-;-;-;-;-;1;152.559;-;-;1;29.955;-;-;-;-;-;-;-;-;-;-;-;-;2;182.514
2026-07-29;2026-07-30;11,7900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;148;75.351;-;-;-;-;-;-;-;-;-;-;148;75.351
2026-07-29;2026-07-30;11,8000;6;97.701;6;3.477.420;5;26.722;-;-;-;-;5;805;80;1.004.224;1;300.000;10;9.570.310;-;-;6;6.397;-;-;-;-;76;113.341;195;14.596.920
2026-07-29;2026-07-30;11,8018;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1
2026-07-29;2026-07-30;11,8100;1;7.081;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;7.081
2026-07-29;2026-07-30;11,8200;-;-;1;1.177.456;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.177.456
2026-07-29;2026-07-30;11,8300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;25.940;-;-;-;-;-;-;-;-;-;-;-;-;1;25.940
2026-07-29;2026-07-30;11,8400;-;-;1;767.729;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;767.729
2026-07-29;2026-07-30;11,8490;-;-;1;1.294;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.294
2026-07-29;2026-07-30;11,8500;1;50.000;3;55.987;-;-;-;-;-;-;1;40.852;-;-;1;230.884;-;-;-;-;-;-;-;-;1;24.905;-;-;7;402.628
2026-07-29;2026-07-30;11,8700;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;95;-;-;1;95
2026-07-29;2026-07-30;11,8800;1;1.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.000.000
2026-07-29;2026-07-30;11,9000;2;754.370;43;19.491;-;-;-;-;-;-;1;67.850;1;600;-;-;-;-;-;-;-;-;-;-;1;79.905;-;-;48;922.216
2026-07-29;2026-07-30;11,9100;-;-;-;-;-;-;-;-;-;-;-;-;1;274.577;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;274.577
2026-07-29;2026-07-30;11,9200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;53.940;-;-;-;-;-;-;-;-;-;-;-;-;1;53.940
2026-07-29;2026-07-30;11,9500;1;106.517;-;-;1;98.000;-;-;-;-;-;-;1;599.880;-;-;-;-;-;-;-;-;-;-;2;151.388;-;-;5;955.785
2026-07-29;2026-07-30;11,9510;-;-;-;-;-;-;-;-;-;-;-;-;1;89.960;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;89.960
2026-07-29;2026-07-30;11,9520;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;55.995;-;-;1;55.995
2026-07-29;2026-07-30;11,9600;-;-;-;-;-;-;-;-;-;-;-;-;1;459.459;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;459.459
2026-07-29;2026-07-30;11,9800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;499.980;-;-;1;499.980
2026-07-29;2026-07-30;12,0000;3;455.405;3;1.574.319;-;-;4;868.774;-;-;1;60.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;2.958.497
2026-07-29;2026-07-30;12,0100;1;499.975;-;-;-;-;1;256.982;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;756.957
2026-07-29;2026-07-30;12,0200;1;200.000;-;-;-;-;-;-;-;-;-;-;1;300.000;1;1.999.899;-;-;-;-;-;-;-;-;-;-;-;-;3;2.499.899
2026-07-29;2026-07-30;12,0300;1;2.488.285;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2.488.285
2026-07-29;2026-07-30;12,0330;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;499.940;-;-;-;-;-;-;-;-;-;-;-;-;1;499.940
2026-07-29;2026-07-30;12,0500;2;430.000;1;25.500;-;-;-;-;-;-;-;-;1;500.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;955.500
2026-07-29;2026-07-30;12,0600;-;-;-;-;-;-;-;-;-;-;-;-;1;239.997;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;239.997
2026-07-29;2026-07-30;12,1000;2;2.700.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2.700.000
2026-07-29;2026-07-30;12,1500;-;-;1;999.915;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;99.905;-;-;2;1.099.820
2026-07-29;2026-07-30;12,2000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;99.905;-;-;1;99.905
2026-07-29;2026-07-30;12,2500;-;-;1;999.915;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;999.915
2026-07-29;2026-07-30;TOTAL;71;8.978.675;91;9.214.129;19;126.013;51;1.308.703;27;3.769;13;329.802;368;3.801.257;234;3.788.154;280;12.769.237;16;25.950;6;6.397;5;102.330;52;1.091.580;76;113.341;1.309;41.659.337
2026-07-29;2026-07-30;TCO;12,01;;11,93;;11,92;;11,96;;11,70;;11,82;;11,82;;11,92;;11,77;;11,70;;11,80;;11,40;;11,96;;11,80;;11,89;

2026-07-30;2026-07-31;9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;14.420;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;14.420
2026-07-30;2026-07-31;9,7300;-;-;-;-;-;-;-;-;-;-;-;-;1;119.433;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;119.433
2026-07-30;2026-07-31;9,9600;-;-;-;-;-;-;-;-;-;-;-;-;1;15.291;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;15.291
2026-07-30;2026-07-31;11,3000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;32;6.280;-;-;32;6.280
2026-07-30;2026-07-31;11,4900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;660;-;-;-;-;3;660
2026-07-30;2026-07-31;11,5000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;46.894;-;-;6;46.894
2026-07-30;2026-07-31;11,5400;-;-;-;-;-;-;-;-;-;-;-;-;1;3.425;-;-;-;-;-;-;-;-;-;-;-;-;1;10;2;3.434
2026-07-30;2026-07-31;11,6000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5.405;-;-;1;5.405
2026-07-30;2026-07-31;11,6400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.000;-;-;-;-;-;-;-;-;-;-;1;1.000
2026-07-30;2026-07-31;11,6900;-;-;-;-;-;-;46;40.978;-;-;-;-;165;78.901;262;399.578;140;384.504;-;-;-;-;-;-;-;-;-;-;613;903.961
2026-07-30;2026-07-31;11,7000;-;-;-;-;-;-;-;-;-;-;1;33.930;-;-;1;0;-;-;-;-;-;-;-;-;-;-;-;-;2;33.930
2026-07-30;2026-07-31;11,7500;6;12.865;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;12.865
2026-07-30;2026-07-31;11,7900;41;85.655;20;62.600;25;15.850;-;-;22;2.470;5;1.054;-;-;-;-;1;18.650;15;11.361;-;-;-;-;-;-;-;-;129;197.639
2026-07-30;2026-07-31;11,8000;-;-;1;49.925;-;-;-;-;-;-;-;-;19;4.197;-;-;-;-;-;-;-;-;-;-;-;-;-;-;20;54.122
2026-07-30;2026-07-31;11,8300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;7.732;-;-;2;7.732
2026-07-30;2026-07-31;11,8800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;168;52.975;-;-;-;-;-;-;-;-;-;-;168;52.975
2026-07-30;2026-07-31;11,8899;-;-;-;-;-;-;-;-;-;-;-;-;1;20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;20
2026-07-30;2026-07-31;11,8900;7;477.784;3;52.414;6;2.011;2;114.940;-;-;3;8.719;196;1.131.070;-;-;14;1.459;-;-;11;5.585;-;-;-;-;85;373.220;327;2.167.201
2026-07-30;2026-07-31;11,8901;-;-;-;-;-;-;-;-;-;-;-;-;1;30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;30
2026-07-30;2026-07-31;11,9000;3;86.267;38;24.970;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;41;111.237
2026-07-30;2026-07-31;11,9300;1;16.799;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;16.799
2026-07-30;2026-07-31;11,9500;1;150.628;1;100.000;-;-;-;-;-;-;1;30.415;-;-;1;199.948;-;-;-;-;-;-;-;-;-;-;-;-;4;480.991
2026-07-30;2026-07-31;11,9510;-;-;-;-;-;-;-;-;-;-;-;-;1;89.960;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;89.960
2026-07-30;2026-07-31;11,9800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;44.405;-;-;1;44.405
2026-07-30;2026-07-31;11,9900;3;367.901;7;175.559;-;-;-;-;-;-;-;-;1;1;2;100.000;-;-;-;-;-;-;-;-;-;-;-;-;13;643.462
2026-07-30;2026-07-31;12,0000;1;199.965;1;8.732;-;-;-;-;-;-;1;4.200;-;-;1;381.007;-;-;-;-;-;-;-;-;-;-;1;40.000;5;633.904
2026-07-30;2026-07-31;12,0100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;30.733;-;-;-;-;-;-;-;-;-;-;-;-;1;30.733
2026-07-30;2026-07-31;12,0400;-;-;-;-;-;-;-;-;1;522.910;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;522.910
2026-07-30;2026-07-31;12,0500;3;392.351;5;163.592;-;-;-;-;-;-;-;-;-;-;2;468.935;1;1.024.813;-;-;-;-;-;-;-;-;-;-;11;2.049.691
2026-07-30;2026-07-31;12,0700;1;200.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;200.000
2026-07-30;2026-07-31;12,1000;-;-;2;528.510;-;-;-;-;-;-;-;-;-;-;1;99.945;-;-;-;-;-;-;-;-;2;175.600;-;-;5;804.055
2026-07-30;2026-07-31;12,1100;-;-;-;-;-;-;-;-;-;-;-;-;1;100.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;100.000
2026-07-30;2026-07-31;12,1200;2;350.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;350.000
2026-07-30;2026-07-31;12,1300;-;-;-;-;-;-;-;-;-;-;1;166.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;166.000
2026-07-30;2026-07-31;12,1450;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;334.895;-;-;-;-;-;-;-;-;-;-;-;-;1;334.895
2026-07-30;2026-07-31;12,1500;2;1.200.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;20.000;-;-;4;1.220.000
2026-07-30;2026-07-31;12,1650;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;100.000;-;-;-;-;-;-;-;-;-;-;-;-;1;100.000
2026-07-30;2026-07-31;12,1800;1;500.000;-;-;-;-;-;-;-;-;-;-;-;-;1;160.000;-;-;-;-;-;-;-;-;-;-;-;-;2;660.000
2026-07-30;2026-07-31;12,2000;2;9.199.945;4;2.529.800;-;-;-;-;-;-;-;-;3;1.100.740;-;-;-;-;-;-;-;-;-;-;3;249.960;-;-;12;13.080.445
2026-07-30;2026-07-31;12,2200;-;-;-;-;-;-;-;-;-;-;-;-;2;3.651.023;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;3.651.023
2026-07-30;2026-07-31;12,2300;-;-;-;-;-;-;-;-;-;-;-;-;1;4.500.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4.500.000
2026-07-30;2026-07-31;12,2500;-;-;1;148.345;-;-;-;-;-;-;-;-;1;399.880;-;-;-;-;-;-;-;-;-;-;-;-;1;500.000;3;1.048.225
2026-07-30;2026-07-31;12,2650;-;-;1;1.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.000.000
2026-07-30;2026-07-31;12,3500;-;-;1;999.915;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;999.915
2026-07-30;2026-07-31;12,4000;-;-;3;1.243.904;-;-;-;-;-;-;1;1.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;2.243.904
2026-07-30;2026-07-31;TOTAL;74;13.240.160;88;7.088.267;31;17.861;48;155.918;23;525.380;13;1.244.318;396;11.208.390;274;2.275.041;325;1.483.401;15;11.361;11;5.585;3;660;49;556.276;88;913.229;1.438;38.725.847
2026-07-30;2026-07-31;TCO;12,16;;12,24;;11,80;;11,84;;12,04;;12,33;;12,15;;12,00;;11,95;;11,79;;11,89;;11,49;;12,07;;12,09;;12,15;

