"Tipo de Cambio Oficial del Dólar Estadounidense (TCO)"
"Rango de fecha de corte";2026-06-26;2026-07-30
"Rango de fecha de vigencia";2026-06-29;2026-07-31
"Monto - Expresado en dólares estadounidenses"
"N° - Número de Transacciones"
"TCO - Tipo de Cambio Oficial (En Bs/USD)"

"Fecha de corte";"Fecha de vigencia";"TC (En Bs/USD)";"BANCO BISA";;"BANCO DE CRÉDITO";;"BANCO DE LA NACIÓN ARGENTINA";;"BANCO ECONÓMICO";;"BANCO FIE";;"BANCO FORTALEZA";;"BANCO GANADERO";;"BANCO MERCANTIL SANTA CRUZ";;"BANCO NACIONAL DE BOLIVIA";;"BANCO PRODEM";;"BANCO PYME DE LA COMUNIDAD";;"BANCO PYME ECOFUTURO";;"BANCO SOLIDARIO";;"BANCO UNION";;"TOTAL BANCOS";
;;;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto;N°;Monto
2026-07-20;2026-07-21;9,6000;-;-;-;-;-;-;-;-;-;-;-;-;1;49;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;49
2026-07-20;2026-07-21;9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;23.139;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;23.139
2026-07-20;2026-07-21;9,7000;-;-;-;-;-;-;-;-;-;-;-;-;1;361;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;361
2026-07-20;2026-07-21;9,7300;-;-;-;-;-;-;-;-;-;-;-;-;1;157.478;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;157.478
2026-07-20;2026-07-21;9,8000;-;-;-;-;-;-;-;-;-;-;1;2.200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2.200
2026-07-20;2026-07-21;9,9600;-;-;-;-;-;-;-;-;-;-;-;-;1;12.381;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;12.381
2026-07-20;2026-07-21;10,3100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;42;8.936;-;-;42;8.936
2026-07-20;2026-07-21;10,4500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6;6.050;-;-;-;-;6;6.050
2026-07-20;2026-07-21;10,5000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;5.480;-;-;-;-;-;-;-;-;-;-;1;5.480
2026-07-20;2026-07-21;10,6000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3.000;-;-;-;-;-;-;-;-;-;-;1;3.000
2026-07-20;2026-07-21;10,6400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4;-;-;-;-;-;-;-;-;-;-;-;-;1;4
2026-07-20;2026-07-21;10,6500;-;-;1;49;-;-;-;-;-;-;-;-;145;66.764;145;165.752;97;78.383;-;-;-;-;-;-;-;-;-;-;388;310.948
2026-07-20;2026-07-21;10,6600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;7;-;-;-;-;-;-;-;-;-;-;-;-;3;7
2026-07-20;2026-07-21;10,7000;-;-;-;-;-;-;-;-;-;-;-;-;7;2.814;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;2.814
2026-07-20;2026-07-21;10,7500;32;126.606;44;36.571;33;2.539;28;9.265;24;4.003;2;627;10;29.064;-;-;-;-;8;3.923;-;-;-;-;-;-;2;95;183;212.692
2026-07-20;2026-07-21;10,7800;1;90.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;90.000
2026-07-20;2026-07-21;10,8000;1;4.640;-;-;-;-;-;-;-;-;1;6.326;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;10.966
2026-07-20;2026-07-21;10,8100;-;-;-;-;-;-;-;-;-;-;-;-;11;855.433;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11;855.433
2026-07-20;2026-07-21;10,8200;-;-;-;-;-;-;-;-;-;-;1;37.700;-;-;-;-;-;-;-;-;-;-;-;-;1;44.905;-;-;2;82.605
2026-07-20;2026-07-21;10,8400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;116;67.756;-;-;-;-;-;-;-;-;-;-;116;67.756
2026-07-20;2026-07-21;10,8500;6;803.636;7;460.607;2;200;1;56.000;-;-;7;16.210;32;50.366;1;100.000;6;108.259;-;-;5;457;-;-;1;9.270;272;638.421;340;2.243.426
2026-07-20;2026-07-21;10,8700;-;-;1;475.458;-;-;-;-;-;-;-;-;-;-;1;499.932;-;-;-;-;-;-;-;-;-;-;-;-;2;975.390
2026-07-20;2026-07-21;10,9000;4;945.377;1;196.241;-;-;-;-;-;-;-;-;2;499.960;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;1.641.578
2026-07-20;2026-07-21;10,9200;-;-;-;-;-;-;-;-;-;-;-;-;1;109.975;1;137.935;-;-;-;-;-;-;-;-;-;-;-;-;2;247.910
2026-07-20;2026-07-21;10,9300;1;323.941;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;323.941
2026-07-20;2026-07-21;10,9500;-;-;49;17.078;-;-;-;-;-;-;-;-;3;1.484.507;2;100.000;-;-;-;-;-;-;-;-;1;25.730;-;-;55;1.627.315
2026-07-20;2026-07-21;10,9700;-;-;1;538.577;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;538.577
2026-07-20;2026-07-21;10,9750;1;4.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4.000.000
2026-07-20;2026-07-21;10,9800;-;-;-;-;-;-;-;-;-;-;-;-;1;1.000.000;-;-;-;-;-;-;-;-;-;-;3;101.315;-;-;4;1.101.315
2026-07-20;2026-07-21;11,0300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;305.241;-;-;2;305.241
2026-07-20;2026-07-21;11,0500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;199.975;1;199.975
2026-07-20;2026-07-21;11,1000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;200.000;-;-;1;200.000
2026-07-20;2026-07-21;TOTAL;46;6.294.201;104;1.724.580;35;2.739;29;65.265;24;4.003;12;63.063;217;4.292.292;154;1.003.630;222;263.127;8;3.923;5;457;6;6.050;51;695.397;275;838.491;-;-
2026-07-20;2026-07-21;TCO;10,94;;10,90;;10,76;;10,84;;10,75;;10,79;;10,86;;10,85;;10,78;;10,75;;10,85;;10,45;;11,01;;10,90;;10,90;

2026-07-21;2026-07-22;9,6000;-;-;-;-;-;-;-;-;-;-;-;-;1;651;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;651
2026-07-21;2026-07-22;9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;22.380;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;22.380
2026-07-21;2026-07-22;9,7000;-;-;-;-;-;-;-;-;-;-;-;-;1;691;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;691
2026-07-21;2026-07-22;9,7300;-;-;-;-;-;-;-;-;-;-;-;-;1;151.036;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;151.036
2026-07-21;2026-07-22;9,9600;-;-;-;-;-;-;-;-;-;-;-;-;1;9.968;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;9.968
2026-07-21;2026-07-22;10,3600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;33;16.633;-;-;33;16.633
2026-07-21;2026-07-22;10,5000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;317;-;-;-;-;5;317
2026-07-21;2026-07-22;10,6500;-;-;-;-;-;-;-;-;-;-;-;-;1;5;-;-;3;1.403;-;-;-;-;-;-;-;-;-;-;4;1.408
2026-07-21;2026-07-22;10,7000;-;-;-;-;-;-;-;-;-;-;-;-;116;223.725;132;132.846;105;464.687;-;-;-;-;-;-;-;-;-;-;353;821.258
2026-07-21;2026-07-22;10,7500;11;207.972;-;-;-;-;-;-;-;-;-;-;3;2.757;-;-;-;-;-;-;-;-;-;-;1;36.000;1;14;16;246.743
2026-07-21;2026-07-22;10,8000;51;107.349;30;63.130;18;4.805;35;10.840;14;7.580;4;1.314;-;-;-;-;-;-;10;6.503;-;-;-;-;1;205;-;-;163;201.726
2026-07-21;2026-07-22;10,8100;-;-;-;-;-;-;-;-;-;-;-;-;2;301.253;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;301.253
2026-07-21;2026-07-22;10,8500;-;-;-;-;-;-;-;-;-;-;-;-;24;11.581;-;-;-;-;-;-;-;-;-;-;2;54.910;-;-;26;66.491
2026-07-21;2026-07-22;10,8600;-;-;-;-;-;-;-;-;-;-;-;-;18;461.488;-;-;-;-;-;-;-;-;-;-;-;-;-;-;18;461.488
2026-07-21;2026-07-22;10,8900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;125;41.630;-;-;-;-;-;-;-;-;-;-;125;41.630
2026-07-21;2026-07-22;10,9000;10;325.015;4;50.647;1;1.000;-;-;1;420.000;3;106;124;167.152;1;5.000;1;1;-;-;11;1.676;1;199.870;1;16.511;157;619.759;315;1.806.736
2026-07-21;2026-07-22;10,9400;1;1.171.075;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.171.075
2026-07-21;2026-07-22;10,9500;2;86.145;27;10.692;-;-;-;-;-;-;-;-;3;100.002;1;380.000;1;150.000;-;-;-;-;-;-;1;21.599;-;-;35;748.438
2026-07-21;2026-07-22;10,9600;-;-;-;-;-;-;-;-;-;-;1;100.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;100.000
2026-07-21;2026-07-22;10,9700;2;53.653;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;53.653
2026-07-21;2026-07-22;10,9770;1;200.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;200.000
2026-07-21;2026-07-22;10,9800;1;19.281;-;-;1;50.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;69.281
2026-07-21;2026-07-22;11,0000;7;2.949.895;2;171.290;-;-;-;-;-;-;-;-;-;-;2;106.100;-;-;-;-;-;-;-;-;-;-;-;-;11;3.227.285
2026-07-21;2026-07-22;11,0100;1;299.458;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;3.825;-;-;2;303.283
2026-07-21;2026-07-22;11,0200;1;100.000;-;-;-;-;-;-;-;-;-;-;-;-;1;40.350;-;-;-;-;-;-;-;-;-;-;-;-;2;140.350
2026-07-21;2026-07-22;11,0300;-;-;-;-;-;-;-;-;-;-;-;-;1;100.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;100.000
2026-07-21;2026-07-22;11,0500;1;3.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;5.475.580;-;-;4;8.475.580
2026-07-21;2026-07-22;11,0800;-;-;1;245.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;245.000
2026-07-21;2026-07-22;11,0850;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;500.000;-;-;-;-;-;-;-;-;-;-;1;500.000
2026-07-21;2026-07-22;11,1000;-;-;-;-;-;-;-;-;-;-;-;-;1;331.016;-;-;-;-;-;-;-;-;-;-;1;2.052.703;-;-;2;2.383.718
2026-07-21;2026-07-22;11,1050;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;210.000;-;-;1;210.000
2026-07-21;2026-07-22;11,1200;-;-;-;-;-;-;-;-;-;-;-;-;1;499.975;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;499.975
2026-07-21;2026-07-22;11,1300;-;-;-;-;-;-;-;-;-;-;-;-;1;1.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.000.000
2026-07-21;2026-07-22;11,1500;-;-;1;300.000;-;-;-;-;-;-;-;-;2;944.610;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;1.244.610
2026-07-21;2026-07-22;11,3500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;189;-;-;-;-;-;-;-;-;-;-;-;-;1;189
2026-07-21;2026-07-22;TOTAL;89;8.519.844;65;840.759;20;55.805;35;10.840;15;427.580;8;101.420;302;4.328.290;138;664.484;236;1.157.721;10;6.503;11;1.676;6;200.187;45;7.887.965;158;619.773;-;-
2026-07-21;2026-07-22;TCO;11,00;;11,06;;10,96;;10,80;;10,90;;10,96;;10,98;;10,91;;10,91;;10,80;;10,90;;10,90;;11,06;;10,90;;11,00;

2026-07-22;2026-07-23;9,6000;-;-;-;-;-;-;-;-;-;-;-;-;1;910;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;910
2026-07-22;2026-07-23;9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;13.194;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;13.194
2026-07-22;2026-07-23;9,7000;-;-;-;-;-;-;-;-;-;-;-;-;1;57;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;57
2026-07-22;2026-07-23;9,7300;-;-;-;-;-;-;-;-;-;-;-;-;1;127.266;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;127.266
2026-07-22;2026-07-23;9,9200;-;-;1;8.002;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;8.002
2026-07-22;2026-07-23;9,9600;-;-;-;-;-;-;-;-;-;-;-;-;1;10.117;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;10.117
2026-07-22;2026-07-23;10,4500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;27;2.025;-;-;27;2.025
2026-07-22;2026-07-23;10,5000;-;-;-;-;-;-;-;-;-;-;1;106;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;106
2026-07-22;2026-07-23;10,6000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;1.520;-;-;-;-;5;1.520
2026-07-22;2026-07-23;10,7000;-;-;-;-;-;-;-;-;-;-;-;-;4;532;-;-;1;1.120;-;-;-;-;-;-;-;-;-;-;5;1.652
2026-07-22;2026-07-23;10,7500;12;150.757;1;7.000;-;-;-;-;-;-;-;-;-;-;-;-;1;1.600;-;-;-;-;-;-;-;-;-;-;14;159.357
2026-07-22;2026-07-23;10,8000;6;5.537;-;-;-;-;-;-;-;-;-;-;134;220.869;294;234.448;131;467.180;-;-;-;-;-;-;-;-;-;-;565;928.034
2026-07-22;2026-07-23;10,8100;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;2;1
2026-07-22;2026-07-23;10,8500;6;6.644;-;-;-;-;-;-;-;-;-;-;12;4.263;1;19.068;-;-;-;-;-;-;-;-;1;11.645;1;4;21;41.625
2026-07-22;2026-07-23;10,9000;33;193.952;15;45.210;18;4.206;31;45.121;21;4.591;1;30.200;21;6.538;1;2.000;-;-;8;12.127;-;-;-;-;-;-;-;-;149;343.946
2026-07-22;2026-07-23;10,9200;2;34.770;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;34.770
2026-07-22;2026-07-23;10,9300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;9.035;-;-;1;9.035
2026-07-22;2026-07-23;10,9400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;32.000;-;-;-;-;-;-;-;-;-;-;-;-;1;32.000
2026-07-22;2026-07-23;10,9500;3;141.931;-;-;-;-;-;-;-;-;-;-;1;349.701;-;-;-;-;-;-;-;-;-;-;1;112.650;-;-;5;604.282
2026-07-22;2026-07-23;10,9600;-;-;-;-;-;-;-;-;-;-;-;-;18;722.099;1;215.605;-;-;-;-;-;-;-;-;-;-;-;-;19;937.704
2026-07-22;2026-07-23;10,9800;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;28.930;-;-;1;28.930
2026-07-22;2026-07-23;10,9900;1;882.820;-;-;-;-;-;-;-;-;-;-;-;-;-;-;121;34.356;-;-;-;-;-;-;-;-;-;-;122;917.176
2026-07-22;2026-07-23;11,0000;16;284.716;2;56.128;1;900;-;-;-;-;7;57.501;61;135.841;7;45.797;2;23;-;-;6;1.178;-;-;2;2.505;80;179.795;184;764.384
2026-07-22;2026-07-23;11,0039;1;99.965;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;99.965
2026-07-22;2026-07-23;11,0300;1;100.000;-;-;-;-;-;-;-;-;-;-;-;-;1;14.910;-;-;-;-;-;-;-;-;-;-;-;-;2;114.910
2026-07-22;2026-07-23;11,0400;1;408.322;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;408.322
2026-07-22;2026-07-23;11,0500;2;1.620.827;1;10.000;-;-;-;-;-;-;1;16.965;-;-;-;-;1;60.000;-;-;-;-;-;-;3;629.924;-;-;8;2.337.716
2026-07-22;2026-07-23;11,0700;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.111.998;-;-;-;-;-;-;-;-;-;-;1;1.111.998
2026-07-22;2026-07-23;11,0800;-;-;1;99.988;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;99.988
2026-07-22;2026-07-23;11,1000;4;441.108;32;261.970;-;-;1;54.900;-;-;-;-;2;58.000;3;50.000;2;1.100.000;-;-;-;-;-;-;-;-;-;-;44;1.965.979
2026-07-22;2026-07-23;11,1200;3;619.975;2;1.233.021;-;-;-;-;-;-;-;-;-;-;1;212.355;-;-;-;-;-;-;-;-;-;-;-;-;6;2.065.351
2026-07-22;2026-07-23;11,1300;-;-;1;2.000.000;-;-;-;-;-;-;-;-;-;-;-;-;3;4.000.000;-;-;-;-;-;-;-;-;-;-;4;6.000.000
2026-07-22;2026-07-23;11,1350;1;1.000.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.000.000
2026-07-22;2026-07-23;11,1500;4;4.200.025;-;-;-;-;1;64.210;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;4.264.235
2026-07-22;2026-07-23;11,1550;-;-;-;-;-;-;-;-;-;-;-;-;1;689.982;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;689.982
2026-07-22;2026-07-23;11,1600;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2.308.530;-;-;-;-;-;-;-;-;-;-;-;-;1;2.308.530
2026-07-22;2026-07-23;11,1700;-;-;1;445.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;445.000
2026-07-22;2026-07-23;11,2000;-;-;-;-;-;-;4;1.965.712;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;1.965.712
2026-07-22;2026-07-23;11,2500;-;-;-;-;-;-;-;-;-;-;-;-;1;2.999.921;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2.999.921
2026-07-22;2026-07-23;11,2800;-;-;-;-;-;-;-;-;-;-;-;-;1;4.999.935;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;4.999.935
2026-07-22;2026-07-23;11,3000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;199.880;-;-;1;199.880
2026-07-22;2026-07-23;11,4000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;994.760;-;-;2;994.760
2026-07-22;2026-07-23;TOTAL;96;10.191.351;57;4.166.320;19;5.106;37;2.129.943;21;4.591;10;104.772;261;10.339.224;313;3.134.714;263;6.776.276;8;12.127;6;1.178;5;1.520;39;1.991.354;81;179.799;1.216;39.038.276
2026-07-22;2026-07-23;TCO;11,09;;11,12;;10,92;;11,19;;10,90;;10,98;;11,19;;11,11;;11,09;;10,90;;11,00;;10,60;;11,24;;11,00;;11,13;

2026-07-23;2026-07-24;9,6300;-;-;-;-;-;-;-;-;-;-;-;-;1;15.580;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;15.580
2026-07-23;2026-07-24;9,7000;-;-;-;-;-;-;-;-;-;-;-;-;1;619;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;619
2026-07-23;2026-07-24;9,7300;-;-;-;-;-;-;-;-;-;-;-;-;1;138.766;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;138.766
2026-07-23;2026-07-24;9,9600;-;-;-;-;-;-;-;-;-;-;-;-;1;12.801;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;12.801
2026-07-23;2026-07-24;10,5700;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;30;13.859;-;-;30;13.859
2026-07-23;2026-07-24;10,7000;-;-;-;-;-;-;-;-;-;-;1;1.650;1;729;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2.379
2026-07-23;2026-07-24;10,7300;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;470;-;-;-;-;3;470
2026-07-23;2026-07-24;10,7500;-;-;-;-;-;-;-;-;-;-;-;-;1;268;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;268
2026-07-23;2026-07-24;10,8000;9;36.543;-;-;-;-;-;-;-;-;-;-;14;40;-;-;-;-;-;-;-;-;-;-;-;-;-;-;23;36.584
2026-07-23;2026-07-24;10,8500;6;3.501;-;-;-;-;-;-;-;-;-;-;1;856;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7;4.358
2026-07-23;2026-07-24;10,8900;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;0;-;-;-;-;-;-;-;-;-;-;-;-;1;0
2026-07-23;2026-07-24;10,9000;-;-;-;-;-;-;-;-;-;-;-;-;1;867;1;190.400;2;12.700;-;-;-;-;-;-;-;-;1;10;5;203.976
2026-07-23;2026-07-24;10,9200;-;-;-;-;-;-;-;-;-;-;1;15.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;15.000
2026-07-23;2026-07-24;10,9300;-;-;-;-;-;-;-;-;-;-;-;-;130;397.862;184;170.949;105;207.471;-;-;-;-;-;-;-;-;-;-;419;776.281
2026-07-23;2026-07-24;10,9600;-;-;-;-;-;-;-;-;-;-;-;-;3;228.110;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;228.110
2026-07-23;2026-07-24;11,0000;1;24.919;-;-;-;-;-;-;-;-;-;-;12;65.596;1;5.392;-;-;-;-;-;-;-;-;2;2.466;-;-;16;98.373
2026-07-23;2026-07-24;11,0300;53;440.090;10;73.542;17;20.972;32;15.077;15;2.814;1;1;-;-;-;-;-;-;10;103.793;-;-;-;-;-;-;-;-;138;656.288
2026-07-23;2026-07-24;11,0500;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;15.522;-;-;1;15.522
2026-07-23;2026-07-24;11,1000;2;1.100.000;-;-;-;-;-;-;-;-;-;-;2;2;1;38.400;2;900.000;-;-;-;-;-;-;-;-;-;-;7;2.038.402
2026-07-23;2026-07-24;11,1200;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;106;32.950;-;-;-;-;-;-;-;-;-;-;106;32.950
2026-07-23;2026-07-24;11,1300;8;227.790;3;36.334;-;-;1;100.000;-;-;2;16;120;633.862;1;19.935;5;2.534.690;-;-;8;6.085;-;-;-;-;64;55.272;212;3.613.984
2026-07-23;2026-07-24;11,1500;-;-;2;82.860;-;-;-;-;-;-;1;100.000;1;700.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4;882.860
2026-07-23;2026-07-24;11,1700;-;-;-;-;-;-;-;-;-;-;-;-;2;117.700;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;117.700
2026-07-23;2026-07-24;11,1800;-;-;1;109.620;-;-;-;-;-;-;-;-;-;-;1;6.073;-;-;-;-;-;-;-;-;-;-;-;-;2;115.693
2026-07-23;2026-07-24;11,2000;2;2.162.392;4;88.452;-;-;1;128.260;-;-;1;30.000;-;-;-;-;-;-;-;-;-;-;-;-;2;120.000;-;-;10;2.529.104
2026-07-23;2026-07-24;11,2100;1;100.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;100.000
2026-07-23;2026-07-24;11,2200;1;32.649;-;-;-;-;-;-;-;-;-;-;-;-;1;350.000;-;-;-;-;-;-;-;-;-;-;-;-;2;382.649
2026-07-23;2026-07-24;11,2300;6;3.159.075;44;33.861;-;-;-;-;-;-;-;-;-;-;2;479.932;-;-;-;-;-;-;-;-;-;-;-;-;52;3.672.868
2026-07-23;2026-07-24;11,2500;-;-;1;131.475;-;-;-;-;-;-;-;-;-;-;1;34.954;-;-;-;-;-;-;-;-;-;-;-;-;2;166.429
2026-07-23;2026-07-24;11,2621;1;179.965;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;179.965
2026-07-23;2026-07-24;11,2700;2;500.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;800.000;-;-;3;1.300.000
2026-07-23;2026-07-24;11,2800;-;-;-;-;-;-;-;-;-;-;-;-;76;3.999.921;-;-;-;-;-;-;-;-;-;-;-;-;-;-;76;3.999.921
2026-07-23;2026-07-24;11,2830;1;1.657.361;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1.657.361
2026-07-23;2026-07-24;11,3000;1;500.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;500.000
2026-07-23;2026-07-24;11,3200;-;-;-;-;-;-;1;199.990;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;199.990
2026-07-23;2026-07-24;11,3400;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;2.447.495;-;-;-;-;-;-;-;-;-;-;-;-;2;2.447.495
2026-07-23;2026-07-24;11,3500;1;400.000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;749.905;-;-;2;1.149.905
2026-07-23;2026-07-24;11,3700;-;-;-;-;-;-;-;-;-;-;-;-;1;553.246;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;553.246
2026-07-23;2026-07-24;11,4000;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5;304.931;-;-;5;304.931
2026-07-23;2026-07-24;11,4500;-;-;-;-;-;-;-;-;-;-;1;399.975;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;399.975
2026-07-23;2026-07-24;TOTAL;95;10.524.285;65;556.143;17;20.972;35;443.327;15;2.814;8;546.641;369;6.866.825;196;3.743.530;220;3.687.810;10;103.793;8;6.085;3;470;42;2.006.683;65;55.282;1.148;28.564.660
